Brand,RAM,Storage,Camera,Battery,Display,Age,Price
OnePlus,6,128,12,4542,6.2,5,14730
Samsung,12,64,12,3543,6.6,3,31685
Realme,8,256,12,5969,6.5,1,26496
Oppo,6,256,64,4487,6.7,4,13248
OnePlus,4,256,16,4593,6.7,2,24330
Asus,12,128,12,3724,6.8,2,31480
OnePlus,8,128,48,5347,6.9,4,21820
Vivo,8,64,48,3608,6.6,0,33400
Vivo,4,64,32,5572,6.1,2,17130
Vivo,12,256,32,5947,6.8,3,19926
OnePlus,6,256,16,5314,6.6,4,15812
Xiaomi,4,256,64,5051,6.7,1,25822
Xiaomi,12,256,108,3681,6.6,2,31562
Realme,4,256,108,5850,6.8,0,31400
Apple,8,64,32,4804,6.7,1,63082
Samsung,8,128,16,4448,6.5,5,17220
Oppo,8,64,64,4897,6.5,2,25532
Vivo,12,128,32,5241,6.8,2,27898
Samsung,12,256,16,5791,6.8,1,43615
Vivo,8,64,16,4827,6.3,3,17298
OnePlus,4,128,12,5752,6.2,1,30052
OnePlus,6,256,64,4812,6.8,5,12785
Vivo,12,64,32,4394,6.7,2,23772
Samsung,12,128,12,3836,6.5,4,31556
Xiaomi,6,128,108,3827,6.6,0,36400
OnePlus,6,256,16,3555,6.8,1,34268
Realme,8,256,16,4069,6.4,1,26750
Xiaomi,6,64,12,4464,6.2,5,5000
Asus,8,128,48,4764,6.7,1,34894
Oppo,8,128,64,4323,6.3,0,35200
Apple,4,256,32,5185,6.7,1,61213
Samsung,8,128,32,3877,6.2,2,34102
Asus,6,64,64,4611,6.4,3,20543
Apple,12,128,108,4175,6.5,2,67388
Vivo,6,256,32,3748,6.7,0,30600
Vivo,12,128,12,5850,6.8,4,12020
Xiaomi,6,64,16,5057,6.6,1,26455
Apple,6,64,108,5470,6.8,0,71400
Realme,12,256,32,4804,6.4,1,29785
Oppo,8,128,108,5382,6.5,3,21914
OnePlus,6,128,16,4888,6.4,0,38800
Vivo,12,256,16,5209,6.4,5,5000
Vivo,4,64,108,4369,6.4,3,19290
Oppo,4,256,48,4399,6.5,2,18832
Realme,12,256,48,4648,6.3,3,16528
Oppo,6,128,64,3608,6.6,3,15605
Samsung,8,64,32,3983,6.2,0,44600
Vivo,12,256,108,4350,6.6,3,21527
Samsung,12,64,32,3897,6.4,1,43224
Asus,6,64,64,4781,6.4,0,39200
Realme,4,256,16,4184,6.3,3,10192
Vivo,6,64,64,3647,6.7,0,32200
Samsung,4,128,108,3881,6.7,4,17860
Samsung,6,256,12,4020,6.5,4,22976
Xiaomi,4,256,48,5407,6.9,5,5000
Realme,4,128,64,4041,6.3,2,20970
Asus,6,128,64,5539,6.8,3,26999
OnePlus,12,64,48,3530,6.2,3,25493
Apple,6,64,32,4436,6.8,4,43656
Asus,6,256,108,4629,6.3,5,16100
Apple,4,128,64,4620,6.4,4,50708
Samsung,6,64,32,3899,6.5,5,8275
Samsung,6,256,12,5243,6.1,1,35575
Samsung,8,64,16,4789,6.8,0,43800
OnePlus,12,128,32,5255,6.7,2,35890
OnePlus,4,128,12,4996,6.9,5,15045
Apple,12,256,12,5453,6.4,0,72600
Oppo,6,256,32,4520,6.2,2,18380
Realme,6,64,64,4450,6.5,1,24476
Vivo,6,128,16,4479,6.6,1,25740
Oppo,8,64,16,5518,6.1,0,32800
Samsung,4,128,16,3846,6.8,4,20144
Asus,8,128,48,5856,6.7,1,35870
Vivo,12,256,108,5832,6.6,5,16910
Apple,12,128,16,3737,6.8,3,58763
Samsung,12,256,48,3643,6.4,4,32440
Apple,4,256,108,5440,6.8,1,63513
Oppo,12,64,48,3648,6.1,4,14096
Xiaomi,4,128,16,4226,6.6,5,5000
Xiaomi,8,128,16,5629,6.2,5,5000
OnePlus,4,256,12,4578,6.8,4,14656
Vivo,8,64,12,4640,6.5,2,19336
Realme,6,64,48,3770,6.4,5,8135
Vivo,12,128,48,4307,6.1,0,37400
Xiaomi,8,256,32,3682,6.1,5,5430
Samsung,4,128,108,5642,6.9,5,19760
OnePlus,4,64,48,5936,6.2,4,12696
Samsung,4,128,108,4705,6.6,3,28428
Apple,8,128,32,4514,6.5,2,60566
Samsung,12,64,16,4523,6.5,3,35344
Realme,8,256,12,5262,6.5,4,9924
Xiaomi,6,128,16,4916,6.8,1,25877
Vivo,12,256,64,5741,6.5,5,5370
Samsung,8,64,32,5182,6.4,4,28176
Realme,6,128,16,4819,6.4,4,5372
Apple,12,256,16,3765,6.7,0,72800
Oppo,12,256,12,5524,6.8,4,9200
Oppo,4,256,108,3658,6.8,2,24408
Realme,6,128,64,5986,6.7,5,5000
OnePlus,8,256,16,5326,6.2,2,28352
OnePlus,8,128,12,5379,6.5,1,35294
Apple,12,256,32,4924,6.6,1,66885
Apple,6,256,32,4927,6.7,0,67600
Xiaomi,12,256,64,3597,6.3,0,40200
OnePlus,8,64,108,3705,6.2,0,45400
Realme,8,64,108,5357,6.3,1,28856
Vivo,6,256,12,4349,6.4,0,29600
Oppo,4,64,12,5144,6.7,3,15529
Oppo,6,64,16,4431,6.7,5,5000
Apple,8,256,108,3803,6.5,3,60530
Vivo,4,128,48,5895,6.3,1,24475
Apple,8,256,16,3811,6.7,5,41895
OnePlus,12,64,108,5577,6.4,3,34046
Apple,8,256,64,3830,6.6,3,52171
Asus,8,256,32,5621,6.5,4,16864
Vivo,4,128,12,5509,6.3,1,22049
Apple,8,64,108,4962,6.3,2,59512
Apple,6,256,64,5447,6.8,3,56549
Samsung,6,128,64,4842,6.1,1,39029
OnePlus,6,64,64,5190,6.7,4,21696
OnePlus,12,128,16,5131,6.7,0,44800
Xiaomi,6,128,64,4420,6.6,3,16878
Realme,12,256,12,3645,6.5,3,20911
Realme,4,128,12,4020,6.8,0,26600
Vivo,6,64,64,4484,6.2,2,22662
Xiaomi,8,64,32,3834,6.7,0,34600
Oppo,6,128,48,4650,6.5,3,19671
Xiaomi,6,256,32,5743,6.6,1,27894
Apple,6,64,108,5687,6.8,0,71400
Vivo,12,64,16,5997,6.1,1,31692
Xiaomi,8,128,64,4626,6.5,1,31504
Xiaomi,4,128,108,5311,6.3,5,9070
Xiaomi,12,64,12,5375,6.5,2,27028
OnePlus,8,256,48,5746,6.4,1,38394
Vivo,4,64,64,3843,6.4,4,5000
Apple,12,128,108,4248,6.2,5,46700
Apple,4,64,48,4073,6.2,5,38205
Samsung,12,64,12,5118,6.5,1,42492
Oppo,6,128,108,4525,6.3,2,24186
Apple,8,128,64,5353,6.7,1,66566
Asus,4,256,64,5666,6.8,5,13075
Oppo,6,256,12,5906,6.4,3,10533
Oppo,12,128,32,5865,6.1,0,37600
Samsung,8,128,64,3752,6.6,2,36708
Vivo,12,64,32,4900,6.8,2,22798
Asus,8,64,32,4457,6.6,4,19728
Vivo,12,64,64,4906,6.6,4,12560
OnePlus,4,64,16,4899,6.8,0,36800
Vivo,12,256,48,4101,6.2,4,11756
Realme,4,64,64,5494,6.4,0,29200
Apple,12,128,64,3599,6.6,4,57028
Asus,8,256,108,4032,6.8,4,16100
Samsung,8,64,64,4928,6.8,4,29568
Asus,4,256,48,5690,6.3,4,13444
Vivo,12,64,108,4110,6.6,5,18340
Vivo,6,64,48,5121,6.6,4,11024
Vivo,8,64,32,3788,6.2,0,32600
Vivo,4,128,48,4831,6.7,3,8805
Asus,12,128,12,4912,6.7,1,36627
OnePlus,4,256,108,5991,6.4,2,27940
OnePlus,8,256,48,4503,6.4,0,42400
Samsung,4,128,48,4795,6.4,4,24248
Realme,8,128,12,4184,6.2,3,12507
Asus,8,256,32,5891,6.7,0,39600
Apple,4,64,32,4881,6.8,2,55466
Apple,12,128,64,5235,6.3,2,61202
Apple,12,64,32,3811,6.3,4,50448
Apple,6,128,32,5438,6.7,1,62428
OnePlus,4,128,64,3500,6.7,0,39200
Samsung,6,64,12,4061,6.7,3,23561
Realme,12,256,32,5323,6.3,1,29076
Xiaomi,6,256,108,5887,6.6,1,30382
Apple,8,128,108,5366,6.1,0,73400
OnePlus,4,128,32,4948,6.6,4,19308
Oppo,12,128,32,5836,6.4,0,37600
Asus,12,128,108,4841,6.4,1,41642
Xiaomi,4,64,108,4118,6.2,5,10090
Oppo,8,256,16,3948,6.2,3,17314
Apple,4,256,64,4943,6.8,3,49809
Apple,8,256,48,5731,6.8,4,50952
Apple,4,256,48,5307,6.6,1,59722
Samsung,12,64,32,4652,6.2,0,48600
Realme,6,128,12,5155,6.8,4,5000
Vivo,4,64,16,4597,6.3,3,9713
Samsung,6,128,48,5339,6.5,1,37346
Asus,4,128,32,4297,6.5,4,18192
Xiaomi,12,64,64,5780,6.7,0,40200
OnePlus,4,256,32,4107,6.3,2,24440
Realme,12,256,16,4660,6.6,3,17193
Asus,8,128,48,4716,6.5,2,28480
Samsung,6,128,16,3571,6.2,2,30830
Xiaomi,12,64,48,4961,6.9,0,39400
Xiaomi,4,128,108,4483,6.3,3,16220
Xiaomi,6,256,64,4331,6.6,5,9200
Samsung,4,128,16,3901,6.9,2,29156
Apple,6,128,12,5857,6.7,1,61593
Samsung,8,64,48,5178,6.3,2,33264
Oppo,12,64,108,4164,6.8,4,24328
Apple,12,64,12,4648,6.7,5,47025
Oppo,8,256,16,5820,6.4,3,20236
Samsung,6,64,32,5617,6.8,3,21735
Oppo,6,128,108,5831,6.9,3,15795
Xiaomi,4,128,64,4248,6.6,5,8405
Vivo,4,256,12,3719,6.5,1,22935
OnePlus,12,128,108,3832,6.5,2,41398
Samsung,6,128,16,5584,6.3,2,28052
Asus,8,128,32,5234,6.1,5,12275
Oppo,6,64,12,5077,6.8,3,13935
Oppo,4,64,64,5884,6.8,1,25055
Vivo,12,128,64,3882,6.9,2,27270
Apple,8,128,64,3947,6.4,0,71200
Samsung,4,64,32,5676,6.6,2,31952
Samsung,12,128,48,5527,6.5,4,30312
Xiaomi,8,256,32,3792,6.2,1,29139
Samsung,8,128,108,5034,6.1,3,36373
Vivo,6,128,64,5865,6.6,4,13680
Apple,8,64,48,5680,6.7,1,64221
Samsung,8,64,16,5291,6.4,3,31545
Xiaomi,8,64,16,5969,6.8,2,20934
OnePlus,6,128,64,5413,6.6,1,34454
Oppo,12,256,64,3771,6.3,1,33313
Xiaomi,4,128,32,3715,6.2,5,6440
Asus,12,64,16,4564,6.7,0,42800
Apple,4,64,64,5928,6.4,0,67200
Oppo,8,256,16,5199,6.7,0,32800
Asus,4,64,48,5829,6.1,5,10080
Xiaomi,4,64,16,4815,6.6,5,5000
Apple,6,128,12,3690,6.3,2,53128
Realme,6,128,48,5371,6.7,1,25102
Samsung,8,256,12,5381,6.5,4,21068
Asus,6,64,48,4332,6.3,5,9180
Realme,6,256,108,3846,6.1,5,5000
Apple,6,128,12,4788,6.1,3,50565
Xiaomi,12,64,16,4335,6.2,0,37800
Realme,4,256,32,3935,6.5,1,21908
Apple,12,64,12,4485,6.7,0,72600
Asus,8,64,16,3892,6.7,1,34630
Apple,12,128,16,4136,6.8,3,60560
Apple,4,128,48,4790,6.8,3,47824
Vivo,8,64,64,4868,6.6,1,27370
Vivo,8,64,108,5082,6.4,2,25222
Oppo,6,64,32,5243,6.8,5,7735
Xiaomi,8,64,12,3846,6.4,5,7345
Realme,8,256,32,4312,6.6,3,11692
Apple,12,64,64,4402,6.7,3,54491
Xiaomi,8,64,16,5480,6.5,2,23040
Vivo,6,256,48,5521,6.2,0,31400
Xiaomi,8,128,12,5366,6.8,4,8604
Oppo,12,64,32,5909,6.5,5,11640
Vivo,6,64,12,5827,6.5,5,5820
Xiaomi,12,128,32,5620,6.5,5,14400
Oppo,6,64,64,4494,6.1,0,33200
Apple,4,64,108,5044,6.3,5,39325
Realme,6,128,32,4382,6.7,0,29600
Xiaomi,8,256,32,3769,6.7,3,16513
Samsung,4,128,48,4970,6.7,5,12805
Realme,12,256,32,4025,6.2,4,15196
Samsung,6,64,32,4948,6.3,5,11875
Asus,8,128,32,5100,6.9,0,39600
Vivo,8,64,48,3670,6.7,2,22374
Xiaomi,12,64,48,3626,6.5,5,12385
Realme,12,128,108,4285,6.6,1,32734
Xiaomi,12,128,64,5954,6.8,4,22168
Vivo,8,256,64,4650,6.4,5,9445
Oppo,12,256,12,3911,6.6,5,10290
Samsung,6,256,64,5958,6.4,3,25180
Realme,8,128,108,4534,6.7,0,35400
Realme,12,64,32,5224,6.5,1,29925
OnePlus,8,128,48,4390,6.1,3,22576
Xiaomi,12,128,16,4238,6.7,4,13880
Realme,8,256,16,3932,6.2,1,25731
Realme,12,128,64,5262,6.8,4,19592
Apple,8,128,16,5646,6.7,0,68800
Xiaomi,8,128,64,4439,6.2,0,36200
Oppo,4,64,108,4782,6.7,0,33400
Asus,6,128,16,3778,6.8,0,36800
Asus,12,128,12,4056,6.7,1,35860
Samsung,8,256,12,4352,6.3,2,31218
Xiaomi,8,128,32,4156,6.3,3,17893
Samsung,12,64,48,3970,6.3,3,35804
Realme,8,128,32,3702,6.3,0,31600
OnePlus,8,64,32,3788,6.2,1,36217
Vivo,12,256,12,4407,6.8,2,26714
OnePlus,12,128,108,5022,6.2,3,35330
Oppo,12,256,48,5299,6.6,3,17406
OnePlus,4,256,48,5047,6.8,0,38400
Xiaomi,12,64,16,4375,6.5,0,37800
Xiaomi,4,128,16,3534,6.6,0,29800
Samsung,8,128,108,5861,6.3,5,17900
Vivo,6,256,12,4259,6.4,3,13961
Realme,8,256,12,4797,6.3,3,17001
Vivo,12,128,32,5506,6.8,1,31547
Vivo,8,64,12,3802,6.3,4,5000
Samsung,6,64,32,3579,6.4,5,19670
Xiaomi,8,64,108,5543,6.6,1,33017
Apple,12,128,64,4375,6.7,4,50928
Realme,6,256,32,4203,6.4,1,24338
Asus,12,64,16,4947,6.8,3,24062
Realme,8,64,64,5214,6.4,0,33200
Xiaomi,4,64,48,4504,6.4,1,27245
Xiaomi,12,64,32,3780,6.2,1,34465
Realme,8,128,12,3909,6.5,1,25274
Samsung,4,128,108,4981,6.3,2,34348
Xiaomi,12,256,32,3585,6.6,3,25214
Apple,6,64,12,5348,6.4,5,31995
Oppo,12,256,32,4361,6.3,2,27216
Samsung,8,64,108,4614,6.4,1,41440
Realme,6,128,12,4975,6.4,2,16120
OnePlus,12,256,32,5131,6.3,3,24705
Apple,4,256,32,4238,6.2,2,54188
Vivo,6,64,48,5557,6.8,5,5000
Oppo,8,64,48,4242,6.5,2,20704
Vivo,6,128,16,3749,6.4,1,23916
Vivo,8,64,32,4203,6.5,3,13736
Asus,4,256,32,3696,6.2,3,15797
Oppo,8,64,16,3788,6.6,1,26869
Realme,8,128,48,3927,6.4,2,20128
Vivo,6,128,64,4012,6.5,3,18700
Apple,8,64,32,3774,6.4,2,61156
OnePlus,6,256,16,5232,6.9,5,5485
Xiaomi,6,128,64,4756,6.9,3,21894
OnePlus,8,128,16,5215,6.2,1,36369
OnePlus,12,64,48,5692,6.4,5,16280
OnePlus,8,128,48,5438,6.6,5,18890
Samsung,6,128,48,3621,6.6,0,43400
Oppo,6,64,64,5641,6.7,4,10876
OnePlus,12,128,16,3740,6.1,0,44800
Realme,12,256,64,5127,6.6,1,31179
Asus,8,64,32,5709,6.3,2,27228
Samsung,6,128,16,5821,6.3,5,8565
Oppo,6,128,12,4920,6.8,0,30600
Xiaomi,12,64,48,4325,6.5,5,5730
Apple,8,256,16,5460,6.5,5,34075
Vivo,12,256,12,4213,6.8,4,18572
Samsung,8,256,48,5472,6.8,4,26944
Samsung,4,64,16,4535,6.2,0,39800
Realme,4,64,32,5205,6.2,1,22601
Oppo,4,256,32,4289,6.7,2,17364
OnePlus,12,256,108,5112,6.3,2,39808
Asus,6,64,64,5568,6.6,3,21635
OnePlus,12,128,12,5994,6.1,3,25535
Asus,4,64,64,5384,6.5,0,37200
OnePlus,4,256,12,4910,6.9,5,5180
Asus,4,256,16,3611,6.5,0,34800
Oppo,4,128,16,5209,6.8,0,28800
Apple,4,64,32,5896,6.4,0,65600
Oppo,6,64,32,3908,6.6,5,5000
Apple,6,64,48,4228,6.5,2,59960
OnePlus,8,128,64,4802,6.2,3,29892
Asus,8,256,12,4377,6.6,0,38600
OnePlus,12,64,48,5974,6.5,2,37380
Vivo,12,64,16,3935,6.4,0,35800
Asus,12,64,64,5295,6.7,3,25250
Xiaomi,8,128,12,3737,6.2,0,33600
Apple,8,256,12,3613,6.6,0,68600
Xiaomi,6,256,48,5833,6.8,0,33400
Realme,4,256,64,4326,6.4,5,5000
Realme,4,64,64,5035,6.6,0,29200
Asus,12,64,12,4750,6.7,2,28812
Apple,8,64,64,5339,6.6,3,51481
Vivo,12,256,12,4887,6.1,1,30111
Realme,6,256,32,4415,6.3,4,5000
Oppo,8,128,48,5135,6.4,3,20603
Apple,12,256,16,3680,6.8,2,64214
OnePlus,6,64,48,4006,6.2,5,18295
Apple,4,64,12,4784,6.9,3,44122
Realme,8,256,48,4317,6.2,5,7390
Apple,12,256,16,5040,6.3,0,72800
Realme,12,64,48,3612,6.4,5,5055
Apple,6,128,48,5204,6.3,2,55068
Vivo,8,64,64,3775,6.5,0,34200
OnePlus,6,128,32,4637,6.3,1,33017
OnePlus,8,64,64,3871,6.2,3,26502
Asus,4,256,32,5193,6.2,1,31189
OnePlus,4,256,48,5385,6.8,1,33167
Xiaomi,4,256,16,3836,6.8,0,29800
OnePlus,6,128,16,5908,6.6,1,33237
OnePlus,12,128,16,5137,6.3,4,27200
Vivo,6,64,16,4833,6.1,2,17440
Xiaomi,12,64,108,3756,6.5,0,42400
Vivo,6,128,108,4982,6.2,1,29568
Oppo,12,64,16,4867,6.3,3,24356
Vivo,4,256,48,3558,6.3,3,13155
Samsung,12,128,16,3842,6.7,2,38248
Vivo,4,64,16,5672,6.4,2,18218
OnePlus,4,128,32,5591,6.7,0,37600
Realme,8,128,12,5440,6.4,5,5000
Asus,8,256,108,4733,6.8,4,25492
Realme,12,128,32,4278,6.6,2,27464
Oppo,4,128,32,5870,6.2,4,7292
Apple,4,128,108,4402,6.4,5,38615
Xiaomi,4,256,12,5392,6.1,3,11381
Vivo,12,64,108,3633,6.7,5,6575
Asus,8,64,32,5246,6.2,0,39600
Vivo,12,64,48,4802,6.6,0,37400
Xiaomi,12,256,48,3769,6.8,1,32962
Vivo,4,128,12,5005,6.4,4,5340
Vivo,4,64,12,4662,6.4,5,5000
OnePlus,12,128,108,4913,6.4,1,43415
Realme,4,256,12,4060,6.3,0,26600
Vivo,4,256,16,4555,6.7,3,8300
Realme,6,64,48,3722,6.2,3,12106
Asus,6,256,64,5813,6.7,4,16804
Samsung,12,128,16,5108,6.2,5,17365
Realme,8,256,48,5129,6.4,1,28300
Samsung,12,256,32,3834,6.7,0,48600
Apple,12,256,48,5122,6.1,2,65800
Realme,6,128,108,4013,6.4,0,33400
Oppo,4,128,48,5108,6.2,2,17744
Apple,12,128,64,4745,6.5,2,62256
Asus,4,64,12,5486,6.1,5,6955
OnePlus,8,64,16,4060,6.6,5,8835
Realme,8,256,16,4697,6.7,3,11339
Vivo,12,128,12,5009,6.8,1,28758
OnePlus,8,256,32,3635,6.2,5,16985
Realme,12,64,16,5680,6.7,4,18460
Xiaomi,12,64,12,5631,6.2,1,31933
Xiaomi,6,128,32,4668,6.8,1,27867
Oppo,4,256,32,4131,6.9,4,12752
Xiaomi,6,64,108,3708,6.8,0,36400
Realme,4,256,32,5702,6.6,2,13760
Vivo,8,64,48,3945,6.3,3,20818
OnePlus,12,64,32,4147,6.9,2,37158
Realme,8,256,12,5149,6.3,3,16773
OnePlus,12,128,48,5603,6.5,5,22125
OnePlus,8,128,48,3977,6.4,3,30100
Vivo,8,64,108,4099,6.4,0,36400
Oppo,8,128,48,4370,6.2,5,8270
Samsung,6,256,64,3826,6.5,3,24631
Vivo,12,128,16,4959,6.1,2,24146
Realme,12,64,16,5074,6.1,4,12420
Xiaomi,6,64,64,3585,6.8,5,11190
Samsung,4,64,108,4754,6.4,2,34338
Asus,4,64,12,4791,6.3,0,34600
Realme,12,128,16,3644,6.4,0,34800
Samsung,4,64,16,5222,6.8,5,14245
Vivo,8,64,32,4345,6.1,5,5000
Samsung,8,64,16,5239,6.5,3,30459
Xiaomi,6,64,32,5590,6.3,1,27344
Xiaomi,8,128,64,4732,6.4,1,31674
OnePlus,8,128,32,5111,6.7,4,14996
OnePlus,6,128,108,4302,6.2,5,11760
OnePlus,6,64,16,5053,6.9,5,5000
Asus,12,256,12,5556,6.5,1,36490
Oppo,4,128,64,5325,6.7,5,5000
Realme,6,128,16,5110,6.8,5,5000
Realme,8,64,16,3509,6.4,2,19192
Oppo,6,128,64,5191,6.4,1,26817
Xiaomi,12,64,16,3877,6.6,2,27934
Realme,12,128,108,5609,6.8,3,24652
Oppo,12,64,48,5445,6.7,4,16088
Apple,8,64,12,4166,6.8,4,43476
Samsung,4,64,48,5562,6.2,4,14808
Xiaomi,8,64,108,4111,6.7,5,14560
Oppo,6,64,48,4891,6.5,1,27042
Apple,6,128,48,3512,6.6,5,45390
Samsung,8,256,108,4884,6.9,4,25004
Samsung,6,256,64,5744,6.8,4,23916
Xiaomi,6,256,16,5861,6.3,0,31800
Asus,12,128,16,3776,6.4,0,42800
Apple,8,64,16,4034,6.8,3,54244
Realme,8,256,16,5314,6.9,2,21942
Vivo,12,64,64,5993,6.3,3,23734
OnePlus,12,128,16,5420,6.8,2,33056
OnePlus,12,64,48,5804,6.6,2,37222
Realme,8,256,12,5720,6.4,1,23976
Samsung,6,256,64,4588,6.2,0,44200
Apple,12,128,12,4499,6.2,4,45764
Vivo,8,64,108,4231,6.9,1,30473
Apple,4,64,48,3540,6.7,3,47518
Apple,12,64,48,4356,6.4,4,57848
Vivo,8,128,12,4786,6.3,1,26745
Asus,8,256,108,4524,6.4,1,38739
Oppo,8,64,12,4554,6.4,4,6968
Vivo,8,64,48,4840,6.7,0,33400
Vivo,4,64,32,4674,6.3,2,16918
Oppo,8,256,32,3576,6.8,2,23680
Xiaomi,6,64,32,4574,6.6,2,20508
Samsung,8,128,48,4607,6.6,2,32528
OnePlus,4,256,108,5886,6.7,3,20577
Oppo,8,64,32,4774,6.8,2,20220
Realme,6,128,12,5403,6.3,2,17866
Samsung,4,256,48,4138,6.6,3,24342
Samsung,12,64,32,3789,6.5,1,41854
Realme,4,256,12,5085,6.6,5,5000
Realme,4,128,12,4511,6.6,3,7148
Xiaomi,4,128,48,4633,6.8,1,24900
Xiaomi,8,128,48,5401,6.6,0,35400
Oppo,6,256,48,4367,6.7,2,22938
Samsung,6,128,48,5417,6.9,3,25769
Xiaomi,4,128,64,4182,6.7,0,32200
Xiaomi,4,128,64,5218,6.1,1,26000
Xiaomi,6,256,64,4744,6.5,5,5425
Asus,8,64,12,3720,6.2,3,22520
Asus,8,64,48,4943,6.6,5,17965
Apple,8,128,64,5558,6.5,0,71200
Xiaomi,4,128,32,5406,6.8,5,9225
Samsung,4,128,12,4833,6.7,3,27246
Oppo,6,64,32,5209,6.4,0,31600
Realme,6,64,108,3832,6.5,1,27950
Vivo,12,256,48,5161,6.5,5,7625
Oppo,6,256,16,5059,6.1,1,26711
Oppo,6,64,48,3509,6.5,4,11608
Realme,6,128,64,5280,6.8,3,13263
Vivo,8,128,12,3904,6.8,0,31600
Xiaomi,8,256,48,4732,6.3,5,6125
Vivo,12,256,64,4945,6.5,4,11492
Realme,12,256,32,4813,6.1,3,19856
Oppo,4,64,64,5291,6.4,0,31200
OnePlus,4,128,32,5303,6.6,0,37600
Realme,8,64,16,5688,6.8,1,26061
Samsung,8,256,12,4903,6.6,2,32120
OnePlus,4,256,12,3896,6.4,4,16620
Xiaomi,8,64,108,5728,6.7,1,34051
Vivo,4,256,108,4263,6.3,1,27291
Realme,12,128,32,5857,6.8,0,35600
Vivo,8,64,108,5843,6.8,3,23170
Asus,12,128,64,3757,6.5,2,32304
Vivo,8,64,48,3871,6.3,0,33400
Asus,12,256,48,4762,6.6,5,21265
Samsung,4,64,16,5567,6.9,1,33937
Apple,4,64,48,5646,6.4,2,56034
Vivo,6,128,32,3838,6.5,2,21880
Samsung,12,256,12,5914,6.3,4,31136
Samsung,12,128,12,5311,6.5,1,41144
OnePlus,8,64,32,3792,6.9,4,18936
Vivo,4,64,48,4744,6.5,4,5000
OnePlus,4,128,64,3666,6.3,5,5000
Vivo,8,64,48,5957,6.8,1,27762
Xiaomi,12,64,64,5693,6.4,5,6875
Vivo,12,256,32,4592,6.3,4,19772
Samsung,8,256,48,5700,6.5,5,12335
Apple,4,128,32,5163,6.2,2,56540
OnePlus,8,256,32,4438,6.3,1,34956
OnePlus,8,128,108,3569,6.3,0,45400
Oppo,8,256,64,3728,6.8,5,5000
OnePlus,4,128,48,3795,6.8,0,38400
Realme,12,256,48,4325,6.4,0,36400
Asus,6,128,32,5751,6.1,1,33093
Realme,4,64,32,4186,6.6,1,22999
OnePlus,4,64,12,4844,6.6,2,26890
Samsung,12,256,64,4248,6.1,2,36394
Oppo,8,128,32,4696,6.9,2,23166
Realme,8,128,32,4949,6.5,1,26438
Xiaomi,4,64,108,3539,6.4,3,13658
Realme,4,64,12,5234,6.3,0,26600
Apple,4,128,64,3983,6.6,4,46316
Samsung,4,128,48,4524,6.4,2,28514
Oppo,6,128,32,4553,6.1,3,17575
Apple,6,256,108,4705,6.3,2,58560
Oppo,12,64,16,5809,6.4,0,36800
Xiaomi,12,128,108,5611,6.5,1,36633
Oppo,12,64,16,4524,6.2,1,31810
Vivo,4,64,48,5871,6.4,5,5000
Samsung,4,128,108,3996,6.8,5,9455
Xiaomi,12,64,16,4806,6.2,5,5740
Oppo,12,128,16,5015,6.7,1,30436
Realme,4,256,64,4465,6.3,2,15698
Samsung,6,128,12,4332,6.2,1,37153
Oppo,12,256,48,4498,6.3,2,26618
OnePlus,12,64,48,4828,6.5,4,22412
Samsung,12,128,64,3659,6.7,4,22680
Realme,4,256,48,5256,6.5,5,5000
Realme,4,128,16,3905,6.5,3,9988
OnePlus,4,64,48,5112,6.3,5,15405
Asus,6,128,12,5249,6.3,2,26254
Realme,12,128,48,3799,6.7,0,36400
Apple,8,64,16,5153,6.8,2,59962
Vivo,8,128,108,3823,6.1,4,12876
Xiaomi,4,64,64,4950,6.7,5,11590
Oppo,8,256,64,3509,6.4,2,25480
Apple,4,64,16,5063,6.5,3,44829
Xiaomi,6,64,16,5681,6.1,0,31800
Vivo,12,256,64,4589,6.4,5,8875
Samsung,8,64,48,4557,6.6,2,37354
Vivo,4,128,108,4334,6.6,3,12900
Asus,6,64,64,3633,6.8,5,12295
Asus,12,256,48,3989,6.4,3,23721
Asus,8,64,108,3507,6.2,4,17568
Apple,8,256,12,3911,6.3,5,35975
Asus,8,128,48,5082,6.9,1,33599
Samsung,4,128,48,3631,6.8,4,16716
Apple,12,256,32,5289,6.5,2,64760
OnePlus,6,128,32,3873,6.4,4,20352
Xiaomi,12,64,12,4105,6.4,3,21334
Realme,12,64,12,5450,6.6,1,29270
Apple,6,64,48,5915,6.2,5,41015
Realme,8,256,64,3727,6.6,4,15388
Xiaomi,8,256,12,3640,6.8,0,33600
Realme,8,64,16,3916,6.5,2,21642
Xiaomi,6,128,16,5221,6.3,2,20318
Samsung,8,64,64,4915,6.9,5,11255
Samsung,8,128,32,4605,6.8,1,39981
OnePlus,6,128,16,3771,6.3,2,26184
Realme,4,256,16,5730,6.2,0,26800
Xiaomi,8,64,16,4396,6.3,0,33800
Samsung,8,256,64,4916,6.6,3,31476
Asus,12,128,48,4249,6.5,5,16220
Realme,12,256,64,3536,6.4,1,32333
Oppo,8,256,48,4015,6.6,3,14267
Samsung,4,256,64,3940,6.2,4,20096
Vivo,12,256,16,5175,6.3,5,8090
Realme,6,256,16,3612,6.2,4,5000
OnePlus,6,256,32,3816,6.6,3,19248
Vivo,6,128,12,4361,6.9,5,5000
Asus,4,256,32,3910,6.3,4,8372
